,INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
5809,American University of Health Sciences,Signal Hill,90755-3612,,0.444444444,0.620689655
5810,Career Networks Institute,Orange,92868-4710,,0.687022901,0.6875
5811,Monty Tech,Fitchburg,01420,,PrivacySuppressed,PrivacySuppressed
5812,Okaloosa Technical College,Fort Walton Beach,32547,,PrivacySuppressed,PrivacySuppressed
5813,Lincoln Technical Institute-Lincoln,Lincoln,02865,,0.604046243,0.616666667
5814,Wayne County Schools Career Center,Smithville,44677,,PrivacySuppressed,PrivacySuppressed
5815,Blessing Hospital School of Medical Laboratory Technology,Quincy,62305-7005,,PrivacySuppressed,PrivacySuppressed
5816,Carolinas College of Health Sciences,Charlotte,28203-2861,,PrivacySuppressed,PrivacySuppressed
5817,Lester E Cox Medical Center-School of Medical Technology,Springfield,65807-5210,,PrivacySuppressed,PrivacySuppressed
5818,Western Governors University,Salt Lake City,84107,,PrivacySuppressed,PrivacySuppressed
5819,Santa Barbara Business College-Ventura,Ventura,93003,,0.613333333,0.619047619
5820,Herzing University-Kenner,Kenner,70062,,0.314814815,0.334328358
5821,Spencerian College-Lexington,Lexington,40504,,0.087520259,0.044444444
5822,Florida Gulf Coast University,Fort Myers,33965-6565,,0.152985075,0.144628099
5823,Seacoast Career Schools-Sanford Campus,Sanford,04073,,PrivacySuppressed,PrivacySuppressed
5824,Little Priest Tribal College,Winnebago,68071-0270,,PrivacySuppressed,PrivacySuppressed
5825,National Labor College,Silver Spring,20903-1706,,PrivacySuppressed,PrivacySuppressed
5826,ITT Technical Institute-Richardson,Richardson,75080,,0.307692308,0.400468384
5827,South Louisiana Community College,Lafayette,70506-4109,,,
5828,Rogies School of Beauty Culture-Caguas,Caguas,00726,,PrivacySuppressed,PrivacySuppressed
5829,HRDE-Stanley Technical Institute-Parkersburg,Parkersburg,26101,,PrivacySuppressed,PrivacySuppressed
5830,Pima Medical Institute-Chula Vista,Chula Vista,91910,,0.716346154,0.714285714
5831,Lincoln College of Technology-Marietta,Marietta,30067,,0.604046243,0.616666667
5832,Academy of Hair Design-Lufkin,Lufkin,75904,,PrivacySuppressed,PrivacySuppressed
5833,Academy of Hair Design-Beaumont,Beaumont,77701-4650,,PrivacySuppressed,PrivacySuppressed
5834,Anson College of Cosmetology,Wadesboro,28170-2147,,PrivacySuppressed,PrivacySuppressed
5835,Baltimore School of Massage-Linthicum,Linthicum,21090,,0.797468354,0.791666667
5836,Charter College-Canyon Country,Canyon Country,91351,,PrivacySuppressed,PrivacySuppressed
5837,David Demuth Institute of Cosmetology,Richmond,47374-4101,,PrivacySuppressed,PrivacySuppressed
5838,Toni & Guy Hairdressing Academy-Worcester,Worcester,01605-2213,,PrivacySuppressed,PrivacySuppressed
5839,Northwest HVAC/R Training Center,Spokane,99207,,PrivacySuppressed,PrivacySuppressed
5840,Elite Beauty College,Westminster,92683,,PrivacySuppressed,PrivacySuppressed
5841,L T International Beauty School,Philadelphia,19130,,PrivacySuppressed,PrivacySuppressed
5842,Business Skills Institute,Evanston,82930,,PrivacySuppressed,PrivacySuppressed
5843,Michigan Jewish Institute,W Bloomfield,48322-3032,,PrivacySuppressed,PrivacySuppressed
5844,Myotherapy Institute,Lincoln,68506,,PrivacySuppressed,PrivacySuppressed
5845,Florida College of Integrative Medicine,Orlando,32809-5721,,PrivacySuppressed,PrivacySuppressed
5846,New Professions Technical Institute,Miami,33134,,PrivacySuppressed,PrivacySuppressed
5847,Strand College of Hair Design,Myrtle Beach,29572,,PrivacySuppressed,PrivacySuppressed
5848,Cosmetology Career Institute,Greenville,75402,,PrivacySuppressed,PrivacySuppressed
5849,Branford Hall Career Institute-Southington Campus,Southington,06489,,0.573569482,0.516483517
5850,City College-Miami,Miami,33156,,0.402750491,0.346938776
5851,ITT Technical Institute-Arnold,Arnold,63010,,0.360714286,0.431542461
5852,ITT Technical Institute-Oak Brook,Oak Brook,60523,,0.368421053,0.463753724
5853,ITT Technical Institute-Albany,Albany,12205,,0.423076923,0.434343434
5854,ITT Technical Institute-Liverpool,Liverpool,13088-6651,,0.459016393,0.474060823
5855,Ilisagvik College,Barrow,99723,,PrivacySuppressed,PrivacySuppressed
5856,The Community College of Baltimore County,Baltimore,21237,,PrivacySuppressed,PrivacySuppressed
5857,Golf Academy of America-Myrtle Beach,Myrtle Beach,29579,,PrivacySuppressed,PrivacySuppressed
5858,Florida Coastal School of Law,Jacksonville,32256,,PrivacySuppressed,PrivacySuppressed
5859,White Earth Tribal and Community College,Mahnomen,56557,,,
5860,Centura College-North Charleston,North Charleston,29406-9235,,0.425352113,0.361702128
5861,Blue Cliff College-Metairie,Metairie,70002-5714,,PrivacySuppressed,PrivacySuppressed
5862,Creative Images Institute of Cosmetology-North Dayton,Dayton,45414,,PrivacySuppressed,PrivacySuppressed
5863,Dewey University-Carolina,Carolina,00986,,PrivacySuppressed,PrivacySuppressed
5864,University of Phoenix-South Florida Campus,Miramar,33027-4145,,0.181212833,0.189403974
5865,University of Phoenix-North Florida Campus,Jacksonville,32216-0959,,0.181212833,0.189403974
5866,University of Phoenix-West Florida Campus,Temple Terrace,33637-1920,,0.181212833,0.189403974
5867,University of Phoenix-Maryland,Columbia,21045-5423,,0.181212833,0.189403974
5868,University of Phoenix-Oklahoma City Campus,Oklahoma City,73116-8244,,0.181212833,0.189403974
5869,University of Phoenix-Tulsa Campus,Tulsa,74134-1412,,0.181212833,0.189403974
5870,Louisiana State University Health Sciences Center-Shreveport,Shreveport,71103,,PrivacySuppressed,PrivacySuppressed
5871,Riverside School of Health Careers,Newport News,23601,,PrivacySuppressed,PrivacySuppressed
5872,Central Career Institute LLC,South Plainfield,07080-2408,,PrivacySuppressed,PrivacySuppressed
5873,Franklin Career Institute,Hempstead,11550-3003,,PrivacySuppressed,PrivacySuppressed
5874,Montessori Institute of Milwaukee,Milwaukee,53204,,PrivacySuppressed,PrivacySuppressed
5875,Hair Academy II,Hillcrest Heights,20748-1401,,PrivacySuppressed,PrivacySuppressed
5876,Pryor Beauty College,Pryor,74361,,PrivacySuppressed,PrivacySuppressed
5877,Newbridge College-Burbank,Burbank,91502-1206,,PrivacySuppressed,PrivacySuppressed
5878,Argosy University-Phoenix,Phoenix,85021,,0.115519253,0.223463687
5879,Mr Leon's School of Hair Design-Lewiston,Lewiston,83501,,PrivacySuppressed,PrivacySuppressed
5880,Vatterott College-St Joseph,Saint Joseph,64506,,0.444444444,0.488235294
5881,Vatterott College-Sunset Hills,Sunset Hills,63127-1516,,0.507675439,0.529622063
5882,Anthem College-Orlando,Orlando,32803,,0.511129777,0.463768116
5883,Southwest Acupuncture College-Boulder,Boulder,80301,,PrivacySuppressed,PrivacySuppressed
5884,Utah College of Massage Therapy-Utah Valley,Orem,84057,,0.765957447,0.68852459
5885,Valley Beauty School,Parkersburg,26101,,PrivacySuppressed,PrivacySuppressed
5886,River Parishes Community College,Gonzales,70737,,PrivacySuppressed,PrivacySuppressed
5887,Argosy University-Orange County,Orange,92868,,0.115519253,0.223463687
5888,Dewey University-Bayamon,Bayamon,00959-0000,,PrivacySuppressed,PrivacySuppressed
5889,Remington College-Largo Campus,Largo,33771-3842,,0.489835431,0.456701031
5890,National American University-Bloomington,Bloomington,55425-5550,,0.274537696,0.251937985
5891,A.B.I. School of Barbering & Cosmetology of Chelsea Inc.,New York,10001-5271,,PrivacySuppressed,PrivacySuppressed
5892,Century College,San Juan,00907,,PrivacySuppressed,PrivacySuppressed
5893,Connecticut Training Centers Inc,East Hartford,06108,,PrivacySuppressed,PrivacySuppressed
5894,Culinary Institute of New Orleans LLC,New Orleans,70130,,PrivacySuppressed,PrivacySuppressed
5895,FINE Mortuary College,Norwood,02062,,PrivacySuppressed,PrivacySuppressed
5896,International Baptist College and Seminary,Chandler,85286,,PrivacySuppressed,PrivacySuppressed
5897,The Medical Arts School,Raleigh,27616,,PrivacySuppressed,PrivacySuppressed
5898,Fortis College-Foley,Foley,36535,,PrivacySuppressed,PrivacySuppressed
5899,Medical Training College,Baton Rouge,70816-5820,,0.557377049,0.476190476
5900,Mattia College,Miami,33175,,0.786259542,0.661290323
5901,New Hampshire Career Institute,Concord,03301-5706,,PrivacySuppressed,PrivacySuppressed
5902,Southwestern Professional Institute,Houston,77056,,PrivacySuppressed,PrivacySuppressed
5903,Toni & Guy Hairdressing Academy-Plano,Plano,75093,,PrivacySuppressed,PrivacySuppressed
5904,Universal Career Community College Inc,Santurce,00902,,PrivacySuppressed,PrivacySuppressed
5905,Warren Woods Vocational Adult Education,Warren,48088-4036,,PrivacySuppressed,PrivacySuppressed
5906,Willsey Institute,Staten Island,10301-1989,,PrivacySuppressed,PrivacySuppressed
5907,University of Connecticut-Tri-Campus,Waterbury,06702,,0.613416714,0.542966264
5908,University of Connecticut-Avery Point,Groton,06340-6097,,0.613416714,0.542966264
5909,University of Connecticut-Stamford,Stamford,06901-2315,,0.613416714,0.542966264
5910,Capri Institute of Hair Design-Succasunna,Succasunna,07876,,PrivacySuppressed,PrivacySuppressed
5911,ITT Technical Institute-Saint Rose,Saint Rose,70087,,0.338709677,0.4348659
5912,ITT Technical Institute-Richmond,Richmond,23235-5139,,0.409836066,0.464135021
5913,Vatterott College-Oklahoma City,Warr Acres,73132,,0.518518519,0.478927203
5914,Beauty School of Middletown,Hyde Park,12538,,PrivacySuppressed,PrivacySuppressed
5915,Baton Rouge Community College,Baton Rouge,70806,,PrivacySuppressed,PrivacySuppressed
5916,Star College of Cosmetology,Nacogdoches,75961-4645,,PrivacySuppressed,PrivacySuppressed
5917,ITT Technical Institute-Lathrop,Lathrop,95330,,0.363636364,0.427118644
5918,International Yacht Restoration School,Newport,02840,,,
5919,Harrisburg Area Community College-Gettysburg,Gettysburg,17325-3403,,0.178021978,0.130227001
5920,Harrison Career Institute-Ewing,Ewing,08638-3957,,0.42506812,0.434108527
5921,Linfield College-School of Nursing,Portland,97210-2932,,0.566037736,0.415
5922,Linfield College-Online and Continuing Education,McMinnville,97128-6894,,0.566037736,0.415
5923,Academy of Massage Therapy,Hackensack,07601,,PrivacySuppressed,PrivacySuppressed
5924,Remington College-San Diego Campus,San Diego,92108,,0.391304348,0.451851852
5925,Culinary Academy of Long Island,Syosset,11791-5311,,PrivacySuppressed,PrivacySuppressed
5926,Chase College,Los Angeles,90010,,0.538461539,0.6
5927,Midwest Technical Institute-Springfield,Springfield,62707,,PrivacySuppressed,PrivacySuppressed
5928,Oklahoma Health Academy-Tulsa,Tulsa,74105,,PrivacySuppressed,PrivacySuppressed
5929,Ross Medical Education Center-Decatur,Decatur,30033,,PrivacySuppressed,PrivacySuppressed
5930,Oklahoma Health Academy-Moore,Moore,73160,,PrivacySuppressed,PrivacySuppressed
5931,Advanced Barber College and Hair Design,Weslaco,78596,,PrivacySuppressed,PrivacySuppressed
5932,The College of Health Care Professions-Austin,Austin,78752-3630,,PrivacySuppressed,PrivacySuppressed
5933,The English Center,Oakland,94621,,PrivacySuppressed,PrivacySuppressed
5934,ICDC College,Huntington Park,90255,,0.649038462,0.606666667
5935,Metropolitan Community College,Gretna,70053,,PrivacySuppressed,PrivacySuppressed
5936,Monteclaro Escuela de Hoteleria y Artes Culinarias,Rio Grande,00745-0000,,PrivacySuppressed,PrivacySuppressed
5937,New Community Workforce Development Center,Newark,07103,,PrivacySuppressed,PrivacySuppressed
5938,Dallas Nursing Institute,Dallas,75243,,PrivacySuppressed,PrivacySuppressed
5939,Professional Golfers Career College,Temecula,92591,,PrivacySuppressed,PrivacySuppressed
5940,Chester Career College,CHESTER,23836,,PrivacySuppressed,PrivacySuppressed
5941,Milan Institute-San Antonio Ingram,San Antonio,78238,,PrivacySuppressed,PrivacySuppressed
5942,Westwood College-Anaheim,Anaheim,92806,,0.463821892,0.475308642
5943,Rudae's School of Beauty Culture-Ft Wayne,Fort Wayne,46825-5444,,PrivacySuppressed,PrivacySuppressed
5944,Union College-Bennett Center,London,40741-2839,,0.388349515,0.219178082
5945,InterCoast Colleges-Burbank,Burbank,91502,,0.671096346,0.650793651
5946,Carrington College California-Antioch,Antioch,94509,,0.721854305,0.686153846
5947,Carrington College-San Jose,San Jose,95138,,0.721854305,0.686153846
5948,Newbridge College-Stanton,Stanton,90680,,0.630136986,0.661157025
5949,Lincoln Technical Institute-Cromwell,Cromwell,06416,,0.671814672,0.732696897
5950,Instituto Irma Valentin-Isabela,Isabela,00662-1286,,PrivacySuppressed,PrivacySuppressed
5951,Stevens-Henager College,Murray,84123-5671,,0.515576324,0.407480315
5952,Brookline College-Tucson,Tucson,85711,,0.541842773,0.495327103
5953,National Institute of Technology,Houston,77027,,0.632653061,0.440438872
5954,Everest Institute-Jonesboro,Jonesboro,30236-1214,,0.635336415,0.581151833
5955,McCann School of Business & Technology,Pottsville,17901,,0.589506173,0.446428571
5956,Interface Computer School,Spokane,99218,,0.543859649,0.563380282
5957,Carrington College-Pleasant Hill,Pleasant Hill,94523,,0.587267525,0.589285714
5958,Ridley-Lowell Business & Technical Institute-Poughkeepsie,Poughkeepsie,12601,,0.565656566,0.622222222
5959,Vanguard Institute of Technology,Harlingen,78550,,PrivacySuppressed,PrivacySuppressed
5960,Florida College of Natural Health-Maitland,Maitland,32751,,0.766283525,0.748571429
5961,Florida College of Natural Health-Bradenton,Bradenton,34208,,0.766283525,0.748571429
5962,Modern Hairstyling Institute-Carolina,Carolina,00985,,PrivacySuppressed,PrivacySuppressed
5963,University of Phoenix-Southern Colorado Campus,Colorado Springs,80919-2221,,0.181212833,0.189403974
5964,University of Phoenix-West Michigan Campus,Walker,49544-1683,,0.181212833,0.189403974
5965,Stratford University,Fairfax,22030,,0.516339869,0.490654206
5966,Universal Technical Institute of California Inc,Rancho Cucamonga,91730-0000,,0.663265306,0.767598344
5967,American InterContinental University-Atlanta,Atlanta,30328,,0.464375788,0.47189584
5968,American InterContinental University-South Florida,Weston,33326,,0.464375788,0.47189584
5969,University of Phoenix-Philadelphia Campus,Wayne,19087-2121,,0.181212833,0.189403974
5970,University of Phoenix-Pittsburgh Campus,Pittsburgh,15276-0119,,0.181212833,0.189403974
5971,Everest Institute-Decatur,Decatur,30035,,0.629310345,0.501886793
5972,Everest College-Chesapeake,Chesapeake,23320,,0.578393882,0.469135803
5973,Everest Institute-Greenspoint,Houston,77060,,0.632653061,0.440438872
5974,The Academy of Hair Design Six,Hattiesburg,39401-7569,,PrivacySuppressed,PrivacySuppressed
5975,Eastern West Virginia Community and Technical College,Moorefield,26836-0000,,PrivacySuppressed,PrivacySuppressed
5976,Aviation Institute of Maintenance-Indianapolis,Indianapolis,46241,,PrivacySuppressed,PrivacySuppressed
5977,Branford Hall Career Institute-Springfield Campus,Springfield,01104,,0.573569482,0.516483517
5978,Maric College-Pomona,Pomona,91768,,0.679120879,0.681696189
5979,Remington College-Little Rock Campus,Little Rock,72204,,0.582346609,0.492647059
5980,Newbridge College-San Diego East,El Cajon,920203057,,0.632231405,0.661016949
5981,Everest University-Jacksonville,Jacksonville,32256-1240,,0.231078905,0.201520913
5982,Harrison College-Fort Wayne,Fort Wayne,46825-4911,,0.445486518,0.318890815
5983,IVAEM College,Caguas,00725-0000,,PrivacySuppressed,PrivacySuppressed
5984,Lincoln Technical Institute-Hamden,Hamden,06514,,0.671814672,0.732696897
5985,Argosy University-Seattle,Seattle,98121,,0.115519253,0.223463687
5986,Brightwood College-Friendswood,Friendswood,77546,,0.601015801,0.43877551
5987,ITT Technical Institute-Wilmington,Wilmington,01887,,0.360714286,0.431542461
5988,Pierce College-Puyallup,Puyallup,98374-2222,,PrivacySuppressed,PrivacySuppressed
5989,DeVry University-Florida,Miramar,33027-4150,,0.144089733,0.132548424
5990,Cascadia College,Bothell,98011-8205,,PrivacySuppressed,PrivacySuppressed
5991,University of Phoenix-St Louis Campus,Saint Louis,63043,,0.181212833,0.189403974
5992,Johnson & Wales University-Denver,Denver,80220,,0.448184234,0.395608782
5993,University of Phoenix-Ohio,Beachwood,44122-7343,,0.181212833,0.189403974
5994,Du Bois Business College-Huntingdon,Huntingdon,16652,,0.513108614,0.493975904
5995,Du Bois Business College-Oil City,Oil City,16301,,0.513108614,0.493975904
5996,Ave Maria College,Ypsilanti,48197,,0.338235294,0.261538462
5997,DeVry University-Maryland,Bethesda,20814-3304,,PrivacySuppressed,PrivacySuppressed
5998,CBD College,Los Angeles,90010,,PrivacySuppressed,PrivacySuppressed
5999,East West College of Natural Medicine,Sarasota,34234-0000,,PrivacySuppressed,PrivacySuppressed
6000,Infinity Career College,Gulfport,39507,,PrivacySuppressed,PrivacySuppressed
6001,Lincoln Technical Institute-Fern Park,Fern Park,32730-2351,,0.68125,0.666666667
6002,Atlantic Institute of Oriental Medicine,Fort Lauderdale,33301-3510,,PrivacySuppressed,PrivacySuppressed
6003,ATS Institute of Technology,Highland Heights,44143,,PrivacySuppressed,PrivacySuppressed
6004,Bennett Career Institute,Washington,20017,,PrivacySuppressed,PrivacySuppressed
6005,Blue Cliff College-Shreveport,Shreveport,71105,,PrivacySuppressed,PrivacySuppressed
6006,Blue Cliff College-Lafayette,Lafayette,70508,,PrivacySuppressed,PrivacySuppressed
6007,Quest College,San Antonio,78229,,PrivacySuppressed,PrivacySuppressed
6008,Central Florida Institute,Palm Harbor,34684-0000,,0.534050179,0.483333333
6009,Politec Institute,Ponce,00731,,PrivacySuppressed,PrivacySuppressed
6010,Chicago Urban League Computer Training Center,Chicago,60604-2198,,PrivacySuppressed,PrivacySuppressed
6011,Community Care College,Tulsa,74145,,PrivacySuppressed,PrivacySuppressed
6012,Marinello Schools of Beauty-Topeka,Topeka,66611,,PrivacySuppressed,PrivacySuppressed
6013,Medacom College,Fremont,94538,,PrivacySuppressed,PrivacySuppressed
6014,Coryell Cosmetology College,Gatesville,76528,,PrivacySuppressed,PrivacySuppressed
6015,Crossroads Bible College,Indianapolis,46219-4912,,PrivacySuppressed,PrivacySuppressed
6016,Erie 1 BOCES,West Seneca,14224,,PrivacySuppressed,PrivacySuppressed
6017,Fayette Beauty Academy,Fayetteville,30214,,PrivacySuppressed,PrivacySuppressed
6018,Harlem School of Technology Inc,New York,10027-4426,,PrivacySuppressed,PrivacySuppressed
6019,HDS Truck Driving Institute,Tucson,85706,,PrivacySuppressed,PrivacySuppressed
6020,International Training Careers,Miami,33155,,PrivacySuppressed,PrivacySuppressed
6021,James Albert School of Cosmetology-Costa Mesa,Costa Mesa,92627-3831,,PrivacySuppressed,PrivacySuppressed
6022,The King's University,Southlake,76092,,PrivacySuppressed,PrivacySuppressed
